id,chat,message_id,date,url,views,reaction_count,reaction_breakdown,text,sender_id,label,topics,primaryTopic,topics_ollama_raw,locations_ranked,tagging_error
nsc131official:504,nsc131official,504,2024-04-27T21:38:08+00:00,https://t.me/nsc131official/504,7891,0,{},"👀

More updates coming soon from Greenwich CT today ‼️

@NSC131official",-1001896687370,,"['Censorship Claims', 'Media Criticism']",Censorship Claims,"['Censorship Claims', 'Media Criticism']",[],
nsc131official:503,nsc131official,503,2024-04-27T21:15:41+00:00,https://t.me/nsc131official/503,7101,0,{},"Video of an Anti-White Attack in Greenwich, Connecticut. 

The People’s Initiative is gathering information on this incident as we speak and will be addressing this issue through various means. 

https://connecticutcentinal.com/teenage-girl-brutally-assaulted-by-thugs-in-byram-park-in-greenwich-while-onlookers-cheered-recorded-attack/

@PINEupdates
X.com/tpinewengland
PINEupdates@proton.me
pineupdates.substack.com",-1001896687370,,"['Street Mobilization', 'Censorship Claims', 'Media Criticism', 'Migration']",Street Mobilization,"['Street Mobilization', 'Censorship Claims', 'Media Criticism', 'Migration']",[],
nsc131official:500,nsc131official,500,2024-03-25T18:07:54+00:00,https://t.me/nsc131official/500,10379,0,{},"Good Morning New England! 

Follow us on X and share our recent action update: 

https://x.com/tpinewengland/status/1772159645445988643?s=46&t=BdQgE9wibaNKCHg2bTukdw

@PINEupdates
X.com/tpinewengland
PINEupdates@proton.me
pineupdates.substack.com",-1001896687370,,"['Symbols', 'Street Mobilization', 'Censorship Claims', 'Ideology']",Symbols,"['Symbols', 'Street Mobilization', 'Censorship Claims', 'Ideology']",[],
nsc131official:476,nsc131official,476,2024-02-12T03:36:38+00:00,https://t.me/nsc131official/476,35855,0,{},"NSC 131 returns to Massachusetts Governor Maura Healey’s home in Arlington to raise awareness to the migrant invasion and to show the world that lawfare will not intimidate New England Nationalists. 

Consider donating to our Legal Defense Fund: 

@LegalDefenseFund

@NSC131official",-1001896687370,,"['Street Mobilization', 'Institutions', 'Migration', 'Censorship Claims']",Street Mobilization,"['Street Mobilization', 'Institutions', 'Migration', 'Censorship Claims']",[],
nsc131official:471,nsc131official,471,2024-02-11T01:48:49+00:00,https://t.me/nsc131official/471,24911,0,{},"In an act of defiance, NSC 131 activists return to Governor Maura Healey’s home to show the world that lawfare will not intimidate New England Nationalists who wish to preserve New England’s racial and cultural integrity. 

Fraudulent Civil Rights charges from Massachusetts & New Hampshire were brought against our organization in response to our last demonstration at her home. These protests are held to raise awareness to the deliberate efforts by Maura Healey and her cohorts to replace New Englanders and their culture through mass immigration, veiled under the guise of a, “migrant crisis”. 

We will continue to do all that we can within our rights to resist racial and cultural replacement.

We’re not going anywhere!

@NSC131official
@LegalDefenseFund",-1001896687370,,"['Street Mobilization', 'Censorship Claims', 'Institutions', 'Media Criticism']",Street Mobilization,"['Street Mobilization', 'Censorship Claims', 'Institutions', 'Media Criticism']",[],
nsc131official:466,nsc131official,466,2024-01-07T03:20:19+00:00,https://t.me/nsc131official/466,27803,0,{},"https://www.givesendgo.com/LegalDefenseFund

Monero/XMR Address:
48ysWB3wQcZ2cJriwNj1px7YRDesFtDwrPdMhPC8arPJ629pb5dmoszUuaYrRgXV6ADTwzX9qjaDi81Sq7shVz7qM8E3y3n

Bitcoin Address:
bc1q27rwkdmpftujgsnqw8ey202p47w6sv2g0dghhg

Etherium Address:
0xc3ba37934d8b7325d5f6a0c0c3ab85e23525519a

@NSC131official
@LegalDefenseFund",-1001896687370,,[],Unlabeled,[],[],
nsc131official:464,nsc131official,464,2023-12-20T01:54:14+00:00,https://t.me/nsc131official/464,28300,0,{},"‼️ Support your boys ‼️

Many of the actions included in this video were referenced in the civil complaints recently filed by the MA & NH Attorney Generals. 

Consider contributing to our legal defense:

https://www.givesendgo.com/LegalDefenseFund

Monero/XMR Address:
48ysWB3wQcZ2cJriwNj1px7YRDesFtDwrPdMhPC8arPJ629pb5dmoszUuaYrRgXV6ADTwzX9qjaDi81Sq7shVz7qM8E3y3n

Bitcoin Address:
bc1q27rwkdmpftujgsnqw8ey202p47w6sv2g0dghhg

Etherium Address:
0xc3ba37934d8b7325d5f6a0c0c3ab85e23525519a

Thank you. 

@NSC131official
@LegalDefenseFund",-1001896687370,,"['Street Mobilization', 'Censorship Claims', 'Institutions', 'Symbols']",Street Mobilization,"['Street Mobilization', 'Censorship Claims', 'Institutions', 'Symbols']",[],
nsc131official:462,nsc131official,462,2023-12-15T15:34:21+00:00,https://t.me/nsc131official/462,12897,0,{},"Our main point of contact for all recruitment and other inquiries has changed, the @crew131guy account is now run by a different associate. To resume correspondence with old admin contact @ProudNewEnglander

Thank you! 

@NSC131official",-1001896687370,,"['Censorship Claims', 'Media Criticism']",Censorship Claims,"['Censorship Claims', 'Media Criticism']",[],
nsc131official:461,nsc131official,461,2023-12-14T01:46:56+00:00,https://t.me/nsc131official/461,17429,0,{},"Massachusetts Attorney General Andrea Campbell on her case against NSC 131

Support our legal defense:

https://www.givesendgo.com/LegalDefenseFund

Monero/XMR Address:
48ysWB3wQcZ2cJriwNj1px7YRDesFtDwrPdMhPC8arPJ629pb5dmoszUuaYrRgXV6ADTwzX9qjaDi81Sq7shVz7qM8E3y3n

Bitcoin Address:
bc1q27rwkdmpftujgsnqw8ey202p47w6sv2g0dghhg

Etherium Address:
0xc3ba37934d8b7325d5f6a0c0c3ab85e23525519a

@NSC131official
@LegalDefenseFund",-1001896687370,,"['Censorship Claims', 'Institutions', 'Street Mobilization']",Censorship Claims,"['Censorship Claims', 'Institutions', 'Street Mobilization']",[],
nsc131official:459,nsc131official,459,2023-12-14T01:29:54+00:00,https://t.me/nsc131official/459,23252,0,{},"The previously beaten and embarrassed NH Attorney General John Formella and his lackey John Locke are bringing forward a new case against NSC 131 for our action outside of a Concord, “Drag Queen Story Hour”. 

This is an attempt to dogpile our organization with lawfare in light of the Massachusetts Attorney General’s recent filings against us just this week. 

The occupied government has declared Total War on the Nationalist Social Club, and their weapon is costly legal fees and litigation. There is no doubt about this, they want to stop what we do by bankrupting our activists and hoping that we can’t garner enough support and funding to raise a worthy defense to their frivolous legal attacks. 

We beat the New Hampshire & Massachusetts Attorney General before, help us do it again! 

https://www.google.com/url?q=https://www.nbcnews.com/news/amp/rcna129604&sa=U&ved=2ahUKEwjR16aR4o2DAxWzFFkFHX0zABkQyM8BKAB6BAgKEAI&usg=AOvVaw0U1ywR3EhsgoqhMuc1Z_TV

Please consider donating to our legal defense: 

https://www.givesendgo.com/LegalDefenseFund

Monero/XMR Address:
48ysWB3wQcZ2cJriwNj1px7YRDesFtDwrPdMhPC8arPJ629pb5dmoszUuaYrRgXV6ADTwzX9qjaDi81Sq7shVz7qM8E3y3n

Bitcoin Address:
bc1q27rwkdmpftujgsnqw8ey202p47w6sv2g0dghhg

Etherium Address:
0xc3ba37934d8b7325d5f6a0c0c3ab85e23525519a

@NSC131official
@LegalDefenseFund",-1001896687370,,"['Censorship Claims', 'Institutions', 'Media Criticism', 'Street Mobilization']",Censorship Claims,"['Censorship Claims', 'Institutions', 'Media Criticism', 'Street Mobilization']",[],
nsc131official:455,nsc131official,455,2023-12-09T12:58:51+00:00,https://t.me/nsc131official/455,10410,0,{},"In light of recent events, the Nationalist Social Club of New England is starting a general legal defense fund to arm our organization with the finest legal representation possible. 

Those in power wish to restrain us with legal persecution, threats, and steep financial penalties. We simply cannot continue doing what we do, at the level we do it, without this apparatus in place. 

Contributions to this fund are entirely anonymous. You can rest assured that every cent is working to protect authentic Nationalists who have fought against the displacement, persecution, and subversion of our people in the most radical ways possible. 

With all of our hearts as one, thank you! 

https://www.givesendgo.com/LegalDefenseFund

Monero/XMR Address:  
48ysWB3wQcZ2cJriwNj1px7YRDesFtDwrPdMhPC8arPJ629pb5dmoszUuaYrRgXV6ADTwzX9qjaDi81Sq7shVz7qM8E3y3n

Bitcoin Address:
bc1q27rwkdmpftujgsnqw8ey202p47w6sv2g0dghhg

@NSC131official
@LegalDefenseFund",-1001896687370,,"['Institutions', 'Street Mobilization', 'Censorship Claims', 'Media Criticism']",Institutions,"['Institutions', 'Street Mobilization', 'Censorship Claims', 'Media Criticism']",[],
nsc131official:454,nsc131official,454,2023-12-09T12:46:37+00:00,https://t.me/nsc131official/454,29187,0,{},"As expected, Attorney General of Massachusetts Andrea Campbell has accused NSC 131 of violating the Civil Rights of others in retaliation for our demonstration outside of Governor Maura Healey’s home in Arlington. 

The State is attempting to impose steep fines of a currently undisclosed amount and criminal injunctions against our organization as a whole that would serve to bring future lawsuits and charges forward. 

This new wave of political warfare is a frivolous and poorly executed attempt to drag us into litigation and distract us from our purpose as the tip of the spear in the struggle for New Englanders’ sovereignty and security. 

Like all of the rest before her, she will be beaten and embarrassed in court and in the public forum. 

Please consider donating to our legal defense fund to arm our organization with the best legal representation possible, and to send a message to all who wish to hinder NSC 131 that New England is ours, and the rest must go!

https://www.givesendgo.com/LegalDefenseFund

Monero/XMR Address:
48ysWB3wQcZ2cJriwNj1px7YRDesFtDwrPdMhPC8arPJ629pb5dmoszUuaYrRgXV6ADTwzX9qjaDi81Sq7shVz7qM8E3y3n

Bitcoin Address:
bc1q27rwkdmpftujgsnqw8ey202p47w6sv2g0dghhg

@NSC131official
@LegalDefenseFund",-1001896687370,,"['Censorship Claims', 'Street Mobilization', 'Institutions', 'Media Criticism']",Censorship Claims,"['Censorship Claims', 'Street Mobilization', 'Institutions', 'Media Criticism']",[],
nsc131official:451,nsc131official,451,2023-11-19T10:50:33+00:00,https://t.me/nsc131official/451,14763,0,{},"HAIL NSC!
HAIL NEW ENGLAND!
HAIL VICTORY!

📍Members Ceremony, New England

@NSC131official",-1001896687370,,"['Symbols', 'Censorship Claims', 'Institutions']",Symbols,"['Symbols', 'Censorship Claims', 'Institutions']",[],
nsc131official:448,nsc131official,448,2023-11-19T04:16:38+00:00,https://t.me/nsc131official/448,25898,0,{},"NSC 131 Members Ceremony 

📍New England 

@NSC131official",-1001896687370,,"['Institutions', 'Symbols', 'Censorship Claims']",Institutions,"['Institutions', 'Symbols', 'Censorship Claims']",[],
nsc131official:447,nsc131official,447,2023-11-09T10:07:04+00:00,https://t.me/nsc131official/447,20417,0,{},"‼️New England Nationalists‼️

We have an eventful year planned, now is the time to join up and get active with your local Nationalist Social Club. 

Contact @Crew131Guy here on Telegram to get vetted and schedule a meet. 

Now recruiting in MA, NH, CT, RI, ME, and VT! 

@NSC131official",-1001896687370,,"['Street Mobilization', 'Migration', 'Symbols', 'Ideology']",Street Mobilization,"['Street Mobilization', 'Migration', 'Symbols', 'Ideology']",[],
nsc131official:444,nsc131official,444,2023-10-29T17:52:22+00:00,https://t.me/nsc131official/444,45694,0,{},"NSC 131 Activists demonstrated outside of Governor Maura Healey’s home in Arlington, Massachusetts. 

This action was conducted in response to overt actions taken by Healey to erode New England’s racial and cultural integrity through Mass Immigration and White Replacement policies. 

Just 2 days after this action was conducted, she told the world that Massachusetts is full. 

NEW ENGLAND IS OURS, THE REST MUST GO!

Join:
@Crew131guy
NewEnglandNats@protonmail.com

@NSC131official",-1001896687370,,"['Street Mobilization', 'Censorship Claims', 'Media Criticism', 'Ideology']",Street Mobilization,"['Street Mobilization', 'Censorship Claims', 'Media Criticism', 'Ideology']",[],
nsc131official:440,nsc131official,440,2023-10-29T01:36:30+00:00,https://t.me/nsc131official/440,19689,0,{},"NSC 131 Activists dropped some banners over Route 1 in Saugus, Massachusetts. 

@NSC131official",-1001896687370,,"['Street Mobilization', 'Censorship Claims', 'Ideology', 'Media Criticism']",Street Mobilization,"['Street Mobilization', 'Censorship Claims', 'Ideology', 'Media Criticism']",[],
nsc131official:439,nsc131official,439,2023-10-27T00:51:12+00:00,https://t.me/nsc131official/439,11471,0,{},https://t.me/ChrisHood/34,-1001896687370,,"['Media Criticism', 'Symbols', 'Censorship Claims']",Media Criticism,"['Media Criticism', 'Symbols', 'Censorship Claims']",[],
nsc131official:438,nsc131official,438,2023-10-26T07:27:11+00:00,https://t.me/nsc131official/438,20584,0,{},"As far as Nationalists on the ground in Lewiston/Lisbon can tell there is effectively no search underway by, “authorities” there. Robert Card’s car was discovered a few hours ago at a boat launch in Lisbon Falls, and it is unclear if he is still in the area or fled by car or boat. 

There are countless parked police vehicles bunched up together throughout the area, SWAT/FBI agents have been seen grouped up near roads, banks, businesses, and schools with armored vehicles. There is one helicopter in the air focusing on Lisbon Falls and Downtown Lisbon. It is our belief that law enforcement does not wish to engage the shooter at night due to reports of the shooter having night vision goggles. 

Nationalists will continue to patrol the roads and woods throughout Lisbon until dawn. 

@NSC131official",-1001896687370,,"['Street Mobilization', 'Institutions', 'Censorship Claims', 'Migration']",Street Mobilization,"['Street Mobilization', 'Institutions', 'Censorship Claims', 'Migration']",[],
nsc131official:435,nsc131official,435,2023-10-26T05:57:39+00:00,https://t.me/nsc131official/435,11343,0,{},"New England Nationalists patrolling in Lisbon Falls, Maine assisting in the manhunt for Robert Card. 

@NSC131official",-1001896687370,,"['Street Mobilization', 'Migration', 'Censorship Claims', 'Symbols']",Street Mobilization,"['Street Mobilization', 'Migration', 'Censorship Claims', 'Symbols']",[],
nsc131official:433,nsc131official,433,2023-10-26T01:48:14+00:00,https://t.me/nsc131official/433,17869,0,{},"We are calling on all New England Nationalists to converge on Lewiston, Maine and surrounding areas to assist in the search for mass shooter Robert Card and his White 2013 Subaru Outback. There were also reports of multiple shooters. 

Contact @crew131guy with info or to coordinate on the ground in Lewiston. 

Even in the event that he is apprehended before your arrival it is critical that Nationalists show up to help secure the community and be on standby for the possibility of other shooters being identified

Last known location of Robert W. Card’s White 2013 Subaru Outback: 196 Frost Hill Ave, Lisbon Falls, Maine

@NSC131official",-1001896687370,,"['Street Mobilization', 'Migration', 'Censorship Claims', 'Demographics']",Street Mobilization,"['Street Mobilization', 'Migration', 'Censorship Claims', 'Demographics']",[],
nsc131official:431,nsc131official,431,2023-10-19T23:38:24+00:00,https://t.me/nsc131official/431,11324,0,{},"📍Governors House, Arlington, Massachusetts 

Video coming soon! 

@NSC131official

Join: 
@Crew131Guy &
NewEnglandNats@protonmail.com",-1001896687370,,"['Institutions', 'Censorship Claims', 'Street Mobilization', 'Symbols']",Institutions,"['Institutions', 'Censorship Claims', 'Street Mobilization', 'Symbols']",[],
nsc131official:430,nsc131official,430,2023-10-16T18:21:08+00:00,https://t.me/nsc131official/430,24117,0,{},"2 days after NSC’s demonstration outside of Governor Maura Healey’s home, she organized a press conference and says:

>The federal government is ultimately responsible for this
>Massachusetts is full
>We’ve reached capacity and cannot guarantee shelter for new arrivals 

Interesting how that works 😁

https://www.youtube.com/live/soyFqHpGy24?si=hqGgQ3kyFGGw3BZ4

@NSC131official",-1001896687370,,"['Institutions', 'Street Mobilization', 'Censorship Claims', 'Media Criticism']",Institutions,"['Institutions', 'Street Mobilization', 'Censorship Claims', 'Media Criticism']",[],
nsc131official:429,nsc131official,429,2023-10-16T08:49:26+00:00,https://t.me/nsc131official/429,12910,0,{},"The usual suspects lamenting at White New Englanders resisting their own replacement. 

“We talked to neighbors who respect the groups right to protest, but not the location they chose”

We would remind all current residents of New England, true New Englanders or not, that for as long as racial and cultural invaders are imported into our cities and towns - groups like ours will continue to exist and resist. 

While many of our people do not care to or have the capacity to conceive the totality of the situation we are in as a Nation, as New Englanders, and as a people, it is our responsibility to act on their behalf, and on behalf of the generations of New Englanders to come. This is simply more important than your cozy suburbs home to traitorous politicians. 

https://www.cbsnews.com/amp/boston/news/arlington-neo-nazi-group-nsc-131-protest-governor-maura-healey/

@NSC131official",-1001896687370,,"['Street Mobilization', 'Migration', 'Censorship Claims', 'Media Criticism']",Street Mobilization,"['Street Mobilization', 'Migration', 'Censorship Claims', 'Media Criticism']",[],
nsc131official:423,nsc131official,423,2023-10-15T06:35:24+00:00,https://t.me/nsc131official/423,10820,0,{},"One of the major victories to report regarding tonights action is that our activists were able to mobilize and manifest outside of Governor Maura Healey’s home in total secrecy. 

When we arrived, the single State Trooper who acts as the Governor’s permanent home security detail was spooked to see us when he finally noticed us lighting the flares. 

This begs a lot of questions, but fundamentally it is a sign for Nationalists everywhere, signaling that the beast that rules over us has never been more weak. Now is the time to act.

@NSC131official",-1001896687370,,"['Street Mobilization', 'Censorship Claims', 'Media Criticism', 'Institutions']",Street Mobilization,"['Street Mobilization', 'Censorship Claims', 'Media Criticism', 'Institutions']",[],
nsc131official:418,nsc131official,418,2023-10-15T05:04:44+00:00,https://t.me/nsc131official/418,17862,0,{},"NSC 131 Activists demonstrated outside of Governor Maura Healey’s home in Arlington, Massachusetts. 

This action was conducted in response to overt actions taken by Healey to erode New England’s racial and cultural integrity through Mass Immigration and White Replacement policies. 

We will continue to confront all collaborators and enablers of the migrant invasion!

Expect us

@NSC131official",-1001896687370,,"['Street Mobilization', 'Censorship Claims', 'Ideology', 'Migration']",Street Mobilization,"['Street Mobilization', 'Censorship Claims', 'Ideology', 'Migration']",[],
nsc131official:413,nsc131official,413,2023-10-15T04:33:29+00:00,https://t.me/nsc131official/413,8442,0,{},"👀

@NSC131official",-1001896687370,,,,,,
nsc131official:409,nsc131official,409,2023-10-11T23:18:17+00:00,https://t.me/nsc131official/409,9623,0,{},"NSC 131 Activists defended the Columbus Statue in Johnston, Rhode Island on Columbus Day. 

@NSC131official",-1001896687370,,"['Street Mobilization', 'Symbols', 'Censorship Claims', 'Ideology']",Street Mobilization,"['Street Mobilization', 'Symbols', 'Censorship Claims', 'Ideology']",[],
nsc131official:408,nsc131official,408,2023-10-11T11:37:27+00:00,https://t.me/nsc131official/408,7718,0,{},"✔️ Results ✔️

“But, the families recently had to move after a hate group gathered outside the hotel to demonstrate, holding signs with messages such as ""Invaders: Go home."" 

The neo-Nazi organization NSC-131 claimed responsibility for the action on social media. No arrests were made, but Covarrubias said after the demonstration, the hotel did not renew its contract to house migrant families.”

https://www.wbur.org/news/2023/10/11/massachusetts-shelters-immigrants-protections-neo-nazi-hate-groups

[ Action Referenced: https://t.me/NSC131official/391 ]",-1001896687370,,"['Censorship Claims', 'Street Mobilization', 'Migration', 'Media Criticism']",Censorship Claims,"['Censorship Claims', 'Street Mobilization', 'Migration', 'Media Criticism']",[],
nsc131official:403,nsc131official,403,2023-09-30T18:31:20+00:00,https://t.me/nsc131official/403,17040,0,{},"JOIN THE CLUB

(MA, CT, RI, NH, ME, VT)

Hit us up:
@Crew131Guy & 
NewEnglandNats@protonmail.com

Socials:
@NSC131official
@NSC131videos
Odysee.com/@NSC131
Gab.com/NewEngland131",-1001896687370,,"['Street Mobilization', 'Symbols', 'Media Criticism', 'Censorship Claims']",Street Mobilization,"['Street Mobilization', 'Symbols', 'Media Criticism', 'Censorship Claims']",[],
