id,chat,message_id,date,url,views,reaction_count,reaction_breakdown,text,sender_id,label,topics,primaryTopic,topics_ollama_raw,locations_ranked,tagging_error,tagged_at,tagging_model
patriotfrontupdates:25362,patriotfrontupdates,25362,2026-06-06T15:39:10+00:00,https://t.me/patriotfrontupdates/25362,308,0,{},"@PatriotFrontNews » Activists from Network 6 placed a banner in Pleasant View, Tennessee.

🇺🇸 Visit our FAQ section:
patriotfront.us/#faq",-1001478154831,,"[""Street Mobilization"", ""Symbols"", ""Media Criticism"", ""Censorship Claims""]",Street Mobilization,"[""Street Mobilization"", ""Symbols"", ""Media Criticism"", ""Censorship Claims""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25352,patriotfrontupdates,25352,2026-06-06T15:39:09+00:00,https://t.me/patriotfrontupdates/25352,267,0,{},"@PatriotFrontNews » Activists from Network 13 (Midwest), Network 6 (Deep South), and Network 15 (Michigan) conducted a demonstration in Bowling Green, Kentucky. The members proceeded through the center of town, handed out flyers, and stood with banners placed on a bridge for an hour as vehicles passed.

🇺🇸 Submit your application today:
patriotfront.us/join",-1001478154831,,"[""Street Mobilization"", ""Censorship Claims"", ""Media Criticism"", ""Ideology""]",Street Mobilization,"[""Street Mobilization"", ""Censorship Claims"", ""Media Criticism"", ""Ideology""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25351,patriotfrontupdates,25351,2026-06-06T15:39:09+00:00,https://t.me/patriotfrontupdates/25351,275,0,{},"@PatriotFrontNews » Activists from Network 1 (NorTex) and Network 2 (CenTex) assembled at the San Jacinto Monument in recognition of Memorial Day. The colossal stone structure marks the battlefield where Texan forces defeated the invading Mexican army, and secured the independence and later annexation of Texas.

🇺🇸 See the photo report from this action here.

⭐️ Submit your application today:
patriotfront.us/join",-1001478154831,,"[""Street Mobilization"", ""Symbols"", ""Conflict"", ""Ideology""]",Street Mobilization,"[""Street Mobilization"", ""Symbols"", ""Conflict"", ""Ideology""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25342,patriotfrontupdates,25342,2026-06-06T15:39:09+00:00,https://t.me/patriotfrontupdates/25342,374,0,{},"@PatriotFrontNews » Activists from Network 14 hiked and trained in Newport Beach, California.

⛰️ Group exercise, martial arts, and hikes all contribute to a culture of health and ability. Political ideals of a healthy society must begin with the lifestyle of each and every member.

⭐️ See our pages and interviews:
patriotfront.us/social/",-1001478154831,,"[""Street Mobilization"", ""Ideology"", ""Media Criticism"", ""Conflict""]",Street Mobilization,"[""Street Mobilization"", ""Ideology"", ""Media Criticism"", ""Conflict""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25340,patriotfrontupdates,25340,2026-06-06T15:39:08+00:00,https://t.me/patriotfrontupdates/25340,417,0,{},"@PatriotFrontNews » Activists from Network 14 placed a banner in Pismo Beach, California.

🇺🇸 Visit our FAQ section:
patriotfront.us/#faq",-1001478154831,,"[""Street Mobilization"", ""Censorship Claims"", ""Media Criticism"", ""Ideology""]",Street Mobilization,"[""Street Mobilization"", ""Censorship Claims"", ""Media Criticism"", ""Ideology""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25336,patriotfrontupdates,25336,2026-05-31T16:43:24+00:00,https://t.me/patriotfrontupdates/25336,614,0,{},"@PatriotFrontNews » Activists from Network 14, in recognition of Memorial Day, visited the Los Angeles National Cemetery, and placed flowers at headstones as they walked amongst the rows in remembrance. The cemetery hosts veterans of the Indian Wars, the Civil War, the Mexican American War, the Spanish American war, and all since.

⭐️ See what we do, and why:
patriotfront.us/action",-1001478154831,,"[""Street Mobilization"", ""Symbols"", ""Ideology"", ""Conflict""]",Street Mobilization,"[""Street Mobilization"", ""Symbols"", ""Ideology"", ""Conflict""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25326,patriotfrontupdates,25326,2026-05-31T16:43:23+00:00,https://t.me/patriotfrontupdates/25326,391,0,{},"@PatriotFrontNews » Activists from Network 18 demonstrated throughout Coeur d'Alene, Idaho in recognition of Memorial Day. The members proceeded through town, and stopped to give a speech at the site of a local veteran's memorial.

📍See sightings and online commentary of this demonstration here.

⭐️ Submit your application today:
patriotfront.us/join",-1001478154831,,"[""Street Mobilization"", ""Symbols"", ""Censorship Claims"", ""Ideology""]",Street Mobilization,"[""Street Mobilization"", ""Symbols"", ""Censorship Claims"", ""Ideology""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25321,patriotfrontupdates,25321,2026-05-31T16:43:23+00:00,https://t.me/patriotfrontupdates/25321,411,0,{},"@PatriotFrontNews » Activists visited several sites in recognition of Memorial Day, and placed flowers in Phoenix, Arizona.

⭐️ See our latest action:
patriotfront.us/action",-1001478154831,,"[""Symbols"", ""Street Mobilization"", ""Ideology"", ""Censorship Claims""]",Symbols,"[""Symbols"", ""Street Mobilization"", ""Ideology"", ""Censorship Claims""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25320,patriotfrontupdates,25320,2026-05-26T17:20:45+00:00,https://t.me/patriotfrontupdates/25320,791,0,{},"@PatriotFrontNews » Video of the joint Network Memorial Day action in Virginia Beach, Virginia. 

🇺🇸 See photos from this action and its accompanying banner drop here.

⭐️ Submit your application today:
patriotfront.us/join",-1001478154831,,"[""Street Mobilization"", ""Symbols"", ""Censorship Claims"", ""Media Criticism""]",Street Mobilization,"[""Street Mobilization"", ""Symbols"", ""Censorship Claims"", ""Media Criticism""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25311,patriotfrontupdates,25311,2026-05-25T17:50:25+00:00,https://t.me/patriotfrontupdates/25311,703,0,{},"@PatriotFrontNews » Activists from Network 9 (Chesapeake), Network 10 (North Atlantic), Network 8 (Carolinas), and Network 16 (Allegheny) gathered in Virginia Beach, Virginia in recognition of Memorial Day. A speech was given at a local naval memorial, preceded by a demonstration in which the activists handed out flyers. Afterwards, a banner drop was carried out.

⭐️ Submit your application today:
patriotfront.us/join",-1001478154831,,"[""Street Mobilization"", ""Censorship Claims"", ""Media Criticism"", ""Symbols""]",Street Mobilization,"[""Street Mobilization"", ""Censorship Claims"", ""Media Criticism"", ""Symbols""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25301,patriotfrontupdates,25301,2026-05-25T17:50:24+00:00,https://t.me/patriotfrontupdates/25301,512,0,{},"@PatriotFrontNews » Activists from Network 1 (NorTex) and Network 2 (CenTex) assembled at the San Jacinto Monument in recognition of Memorial Day. The colossal stone structure marks the battlefield where Texan forces defeated invading Mexican army, and secured the independence and later annexation of Texas and much more of the American west. The members marched to and around the monument, delivering a speech and leaving a wreath at the site.

⭐️ Submit your application today:
patriotfront.us/join",-1001478154831,,"[""Symbols"", ""Street Mobilization"", ""Ideology"", ""Censorship Claims""]",Symbols,"[""Symbols"", ""Street Mobilization"", ""Ideology"", ""Censorship Claims""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25299,patriotfrontupdates,25299,2026-05-25T17:50:24+00:00,https://t.me/patriotfrontupdates/25299,325,0,{},"@PatriotFrontSightings » Patriot Front demonstration sighted in Coeur d'Alene, Idaho. North Idaho News alleges a comment from the CDA Police Department stating, in part, that ""people have a right to assemble, as long as they are law abiding."" If the statement is true, this is an update to the previous sentiments of the CDA police, who arrested dozens of PF members in 2021 under circumstances which lacked probable cause or the commission of any crime, according to the rulings of judges in several cases.

🇺🇸 See PF leader Thomas Rousseau's reply to claims made by former Coeur d'Alene county prosecutor Wes Somerton here.

⭐️ Submit your application today:
patriotfront.us/join",-1001478154831,,"[""Street Mobilization"", ""Censorship Claims"", ""Institutions"", ""Media Criticism""]",Street Mobilization,"[""Street Mobilization"", ""Censorship Claims"", ""Institutions"", ""Media Criticism""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25298,patriotfrontupdates,25298,2026-05-25T17:50:24+00:00,https://t.me/patriotfrontupdates/25298,332,0,{},"@PatriotFrontSightings »
A Patriot Front demonstration has been sighted in Virginia Beach, Virginia.

🇺🇸 See why PF does demonstrations here.

⭐️ Submit your application today:
patriotfront.us/join",-1001478154831,,"[""Street Mobilization"", ""Symbols"", ""Censorship Claims"", ""Ideology""]",Street Mobilization,"[""Street Mobilization"", ""Symbols"", ""Censorship Claims"", ""Ideology""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25297,patriotfrontupdates,25297,2026-05-25T17:50:24+00:00,https://t.me/patriotfrontupdates/25297,361,0,{},"@PatriotFrontNews » Activists from Network 7 (New England) and Network 8 (Carolinas) held joint demonstrations to protest the ordered removal of Iryna Zarutska's mural in Providence, Rhode Island, and the verdict of her murderer's incompetence to stand trial in Charlotte, North Carolina. The members of Network 7 placed a new mural memorializing Zarutska in the city.

⭐️ Patriot Front staged previous actions in Charlotte after Zarutska's murder, and patrolled the trains of the city. Likewise, a similar mural has been created in Florida.

🇺🇸 Submit your application today:
patriotfront.us/join",-1001478154831,,"[""Censorship Claims"", ""Street Mobilization"", ""Media Criticism"", ""Symbols""]",Censorship Claims,"[""Censorship Claims"", ""Street Mobilization"", ""Media Criticism"", ""Symbols""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25292,patriotfrontupdates,25292,2026-05-25T17:50:24+00:00,https://t.me/patriotfrontupdates/25292,416,0,{},"@PatriotFrontNews » Activists from Network 18 hosted a first aid workshop in Grangeville, Idaho.

🪓 Literature, workshops, and a vast array of organizational projects allow members to develop new skills, study American history, and put their ideas to the test in the public space.

⭐️ See what we do, and why:
patriotfront.us/action",-1001478154831,,"[""Street Mobilization"", ""Ideology"", ""Media Criticism"", ""Conflict""]",Street Mobilization,"[""Street Mobilization"", ""Ideology"", ""Media Criticism"", ""Conflict""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25285,patriotfrontupdates,25285,2026-05-25T17:50:23+00:00,https://t.me/patriotfrontupdates/25285,531,0,{},"@PatriotFrontNews » Activists from Patriot Front went to France to attend the C9M nationalist march in Paris. Due to repression and bans from the French state, no march was able to be held this year, but PF's representatives were able to meet with the many nationalist organizations present. 

🇺🇸 This includes, but is not limited to, AC France, AC Dietsland, the Nationalist Student Association (NSV), Núcleo Nacional (National Core), Der Dritte Weg (The Third Way), AC Helvetia, and AC Romandia.

🇫🇷 PF was also able to send a delegation to Paris in 2024, where activists participated in all aspects of the event, see video of that here.

🇩🇪Notable, also, is PF's recent inclusion in an annual conference held by Der Dritte Weg, see documentation of that here.

⭐️ Patriot Front is committed to upholding strong relations with our European cousins, which serve to fortify our efforts domestically, and represent the best of our nation abroad. Submit your application today: patriotfront.us/join",-1001478154831,,"[""Street Mobilization"", ""Censorship Claims"", ""Symbols"", ""Ideology""]",Street Mobilization,"[""Street Mobilization"", ""Censorship Claims"", ""Symbols"", ""Ideology""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25278,patriotfrontupdates,25278,2026-05-14T13:56:55+00:00,https://t.me/patriotfrontupdates/25278,833,0,{},"@PatriotFrontNews » Activists from Network 11 hiked and trained in Fort Ransom State Park in North Dakota.

⛰️ The exploration of our homeland brings us closer to our ideals, and reminds us of the experience of our ancestors in their discovery and conquest of this continent.

⭐️ Visit our FAQ section:
patriotfront.us/#faq",-1001478154831,,"[""Street Mobilization"", ""Ideology"", ""Symbols"", ""Censorship Claims""]",Street Mobilization,"[""Street Mobilization"", ""Ideology"", ""Symbols"", ""Censorship Claims""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25274,patriotfrontupdates,25274,2026-05-14T13:56:54+00:00,https://t.me/patriotfrontupdates/25274,599,0,{},"@PatriotFrontNews » Activists from Network 22 placed banners in Manitowoc and Sheboygan, Wisconsin.

🇺🇸 See our latest action:
patriotfront.us/action",-1001478154831,,"[""Street Mobilization"", ""Symbols"", ""Censorship Claims"", ""Ideology""]",Street Mobilization,"[""Street Mobilization"", ""Symbols"", ""Censorship Claims"", ""Ideology""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25270,patriotfrontupdates,25270,2026-05-14T13:56:54+00:00,https://t.me/patriotfrontupdates/25270,477,0,{},"@PatriotFrontNews » Activists from Network 12 trained in Wichita, Kansas.

⛰️ It is a civic duty for the men of the nation to be healthy and capable in mind and body. Patriot Front provides the means and the motive for its members to reach their full physical potential.

🇺🇸 See our pages and interviews:
patriotfront.us/social/",-1001478154831,,"[""Street Mobilization"", ""Ideology"", ""Media Criticism"", ""Symbols""]",Street Mobilization,"[""Street Mobilization"", ""Ideology"", ""Media Criticism"", ""Symbols""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25266,patriotfrontupdates,25266,2026-05-14T13:56:54+00:00,https://t.me/patriotfrontupdates/25266,490,0,{},"@PatriotFrontNews » Activists from Network 4 volunteered alongside local residents to help maintain a Confederate memorial in Hot Springs, Arkansas.

🇺🇸 Members of the organization conduct direct outreach into their communities to represent the ideals of nationalism, and bring new individuals into contact with the patriotic cause.

⭐️ Visit our FAQ section:
patriotfront.us/#faq",-1001478154831,,"[""Street Mobilization"", ""Symbols"", ""Ideology"", ""Media Criticism""]",Street Mobilization,"[""Street Mobilization"", ""Symbols"", ""Ideology"", ""Media Criticism""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25263,patriotfrontupdates,25263,2026-05-14T13:56:54+00:00,https://t.me/patriotfrontupdates/25263,571,0,{},"@PatriotFrontNews » Activists from Network 6 trained in Tellico Plains, Tennessee.

🥊It is a civic duty for the men of the nation to be healthy and capable in mind and body. Patriot Front provides the means and the motive for its members to reach their full physical potential.

🇺🇸 See our latest action:
patriotfront.us/action",-1001478154831,,"[""Street Mobilization"", ""Media Criticism"", ""Ideology"", ""Symbols""]",Street Mobilization,"[""Street Mobilization"", ""Media Criticism"", ""Ideology"", ""Symbols""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25258,patriotfrontupdates,25258,2026-05-14T13:56:53+00:00,https://t.me/patriotfrontupdates/25258,529,0,{},"@PatriotFrontNews » Activists from Network 3 placed posters in Westminster, Colorado.

🇺🇸 Read the PF Manifesto:
patriotfront.us/manifesto/",-1001478154831,,"[""Street Mobilization"", ""Ideology"", ""Censorship Claims"", ""Symbols""]",Street Mobilization,"[""Street Mobilization"", ""Ideology"", ""Censorship Claims"", ""Symbols""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25250,patriotfrontupdates,25250,2026-05-14T13:56:53+00:00,https://t.me/patriotfrontupdates/25250,589,0,{},"@PatriotFrontNews » Activists from Network 3 placed posters in Superior and Fort Collins, Colorado.

🇺🇸 Activism circumvents digital censorship to transform the public space, promoting patriotic politics and combating anti-national messaging.

⭐️ Submit your application today:
patriotfront.us/join",-1001478154831,,"[""Censorship Claims"", ""Street Mobilization"", ""Media Criticism"", ""Symbols""]",Censorship Claims,"[""Censorship Claims"", ""Street Mobilization"", ""Media Criticism"", ""Symbols""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25246,patriotfrontupdates,25246,2026-05-14T13:56:53+00:00,https://t.me/patriotfrontupdates/25246,695,0,{},"@PatriotFrontNEws » Activists from Network 19 trained in Jacksonville, Florida.

🥊Group exercise, martial arts, and hikes all contribute to a culture of health and ability. Political ideals of a healthy society must begin with the lifestyle of each and every member.

⭐️See our latest action:
patriotfront.us/action",-1001478154831,,"[""Street Mobilization"", ""Ideology"", ""Symbols"", ""Conflict""]",Street Mobilization,"[""Street Mobilization"", ""Ideology"", ""Symbols"", ""Conflict""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25242,patriotfrontupdates,25242,2026-05-06T18:13:26+00:00,https://t.me/patriotfrontupdates/25242,838,0,{},"@PatriotFrontNews » Activists from Network 3 placed stencils and posters in Denver, Colorado.

🇺🇸 See what we do, and why:
patriotfront.us/action",-1001478154831,,"[""Street Mobilization"", ""Symbols"", ""Censorship Claims"", ""Media Criticism""]",Street Mobilization,"[""Street Mobilization"", ""Symbols"", ""Censorship Claims"", ""Media Criticism""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25234,patriotfrontupdates,25234,2026-05-06T18:13:25+00:00,https://t.me/patriotfrontupdates/25234,619,0,{},"@PatriotFrontNews » Activists from Network 9 placed posters in Mechanicsville and Virginia Beach, Virginia.

⭐️ Visit our FAQ section:
patriotfront.us/#faq",-1001478154831,,"[""Street Mobilization"", ""Censorship Claims"", ""Media Criticism"", ""Symbols""]",Street Mobilization,"[""Street Mobilization"", ""Censorship Claims"", ""Media Criticism"", ""Symbols""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25229,patriotfrontupdates,25229,2026-05-06T18:13:25+00:00,https://t.me/patriotfrontupdates/25229,443,0,{},"@PatriotFrontNews » Activists from Network 17 held a gathering for members, supporters, and their families. The event included a traditional Louisiana crawfish boil.

🇺🇸 Patriot Front's Networks are heavily engaged in the building of community, and the creation of ""A Nation Within A Nation"" where all the bonds of kinship between Americans are redoubled. 

⭐️ See our latest action:
patriotfront.us/action",-1001478154831,,"[""Street Mobilization"", ""Symbols"", ""Ideology"", ""Media Criticism""]",Street Mobilization,"[""Street Mobilization"", ""Symbols"", ""Ideology"", ""Media Criticism""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25224,patriotfrontupdates,25224,2026-05-06T18:13:24+00:00,https://t.me/patriotfrontupdates/25224,494,0,{},"@PatriotFrontNews » Activists from Network 15 placed posters in Perrysburg, Ohio.

🗺️ Activism circumvents digital censorship to transform the public space, promoting patriotic politics and combating anti-national messaging.

🇺🇸 See our pages and interviews:
patriotfront.us/social/",-1001478154831,,"[""Street Mobilization"", ""Censorship Claims"", ""Media Criticism"", ""Ideology""]",Street Mobilization,"[""Street Mobilization"", ""Censorship Claims"", ""Media Criticism"", ""Ideology""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25218,patriotfrontupdates,25218,2026-05-04T00:00:47+00:00,https://t.me/patriotfrontupdates/25218,683,0,{},"@PatriotFrontNews » Activists from Network 19 held a gathering for members, supporters, and their families in central Florida.

🇺🇸 Patriot Front's Networks are heavily engaged in the building of community, and the creation of ""A Nation Within A Nation"" where all the bonds of kinship between Americans are redoubled. 

⭐️ Submit your application today:
patriotfront.us/join",-1001478154831,,"[""Street Mobilization"", ""Symbols"", ""Censorship Claims"", ""Ideology""]",Street Mobilization,"[""Street Mobilization"", ""Symbols"", ""Censorship Claims"", ""Ideology""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
patriotfrontupdates:25210,patriotfrontupdates,25210,2026-05-04T00:00:47+00:00,https://t.me/patriotfrontupdates/25210,528,0,{},"@PatriotFrontNews » Activists from Network 7 held a demonstration in Providence, Rhode Island, placed a mural in memorial of Iryna Zarutska in East Providence. This comes after the mayor of the city has ordered that a prominent mural of Zarutska be removed.

⭐️ Patriot Front staged a protest in Charlotte, North Carolina after Zarutska's murder, and patrolled the trains of the city. Likewise, a similar mural has been created in Florida.

⭐️ See what we do, and why:
patriotfront.us/action",-1001478154831,,"[""Street Mobilization"", ""Censorship Claims"", ""Symbols"", ""Media Criticism""]",Street Mobilization,"[""Street Mobilization"", ""Censorship Claims"", ""Symbols"", ""Media Criticism""]",[],,2026-06-10T09:42:02.592923+00:00,sentence-transformers/paraphrase-multilingual-mpnet-base-v2
