id,label,chat,message_id,date,views,reaction_count,url
jungenationalisten:4671,,jungenationalisten,4671,2025-11-21T11:20:00+00:00,1940,0,https://t.me/jungenationalisten/4671
jungenationalisten:4670,,jungenationalisten,4670,2025-11-21T11:20:00+00:00,2049,0,https://t.me/jungenationalisten/4670
jungenationalisten:4669,"Heimat erleben, Gemeinschaft stärken – Unsere Wanderung durchs Herz Mittelsachsens! @jungenationalisten 🇩🇪  @heimatsachs",jungenationalisten,4669,2025-11-21T11:20:00+00:00,1905,70,https://t.me/jungenationalisten/4669
jungenationalisten:4668,,jungenationalisten,4668,2025-11-20T12:01:33+00:00,2179,0,https://t.me/jungenationalisten/4668
jungenationalisten:4667,,jungenationalisten,4667,2025-11-20T12:01:32+00:00,1989,0,https://t.me/jungenationalisten/4667
jungenationalisten:4666,,jungenationalisten,4666,2025-11-20T12:01:32+00:00,1941,0,https://t.me/jungenationalisten/4666
jungenationalisten:4665,📌 Ursula Haverbeck - Ein Jahrhundertleben. Nachruf zum 1. Todestag von Sascha Krolzig  Als sich in den Abendstunden des ,jungenationalisten,4665,2025-11-20T12:01:32+00:00,1939,119,https://t.me/jungenationalisten/4665
jungenationalisten:4664,Flugblattverteilung in Vorpommern -  Greifswald @jungenationalisten  Am Wochenende verteilten Aktivisten hunderte Flugbl,jungenationalisten,4664,2025-11-19T15:38:21+00:00,2274,68,https://t.me/jungenationalisten/4664
jungenationalisten:4663,"Wir stehen bereit! @jungenationalisten  Bereits heute engagieren sich heimattreue Deutsche in der JN, um für ein bessere",jungenationalisten,4663,2025-11-18T15:18:23+00:00,2293,67,https://t.me/jungenationalisten/4663
jungenationalisten:4662,"Heute: Offener Abend – Raum Dresden  @jungenationalisten 🇩🇪  18. November 2025 | Ab 17:30 Uhr  Steh auf, komm dazu und r",jungenationalisten,4662,2025-11-18T13:06:26+00:00,2431,37,https://t.me/jungenationalisten/4662
jungenationalisten:4661,"Heimat verbindet – Wanderung in Mittelsachsen! @jungenationalisten 🇩🇪  Am Mittwoch zum Feiertag (Buß und Bettag), dem 19",jungenationalisten,4661,2025-11-18T11:57:18+00:00,1953,42,https://t.me/jungenationalisten/4661
jungenationalisten:4660,,jungenationalisten,4660,2025-11-17T15:10:23+00:00,2130,0,https://t.me/jungenationalisten/4660
jungenationalisten:4659,,jungenationalisten,4659,2025-11-17T15:10:23+00:00,2707,0,https://t.me/jungenationalisten/4659
jungenationalisten:4658,,jungenationalisten,4658,2025-11-17T15:10:23+00:00,2451,0,https://t.me/jungenationalisten/4658
jungenationalisten:4657,,jungenationalisten,4657,2025-11-17T15:10:23+00:00,2188,0,https://t.me/jungenationalisten/4657
jungenationalisten:4656,,jungenationalisten,4656,2025-11-17T15:10:23+00:00,2036,0,https://t.me/jungenationalisten/4656
jungenationalisten:4655,,jungenationalisten,4655,2025-11-17T15:10:23+00:00,2074,0,https://t.me/jungenationalisten/4655
jungenationalisten:4654,,jungenationalisten,4654,2025-11-17T15:10:23+00:00,2018,71,https://t.me/jungenationalisten/4654
jungenationalisten:4653,Heldengedenken in der Mecklenburgischen Seenplatte @jungenationlisten @dieheimatmv   Am gestrigen Sonntag gingen anlässl,jungenationalisten,4653,2025-11-17T15:10:23+00:00,2042,35,https://t.me/jungenationalisten/4653
jungenationalisten:4652,,jungenationalisten,4652,2025-11-17T15:04:39+00:00,1574,0,https://t.me/jungenationalisten/4652
jungenationalisten:4651,,jungenationalisten,4651,2025-11-17T15:04:39+00:00,1751,0,https://t.me/jungenationalisten/4651
jungenationalisten:4650,,jungenationalisten,4650,2025-11-17T15:04:39+00:00,1780,0,https://t.me/jungenationalisten/4650
jungenationalisten:4649,,jungenationalisten,4649,2025-11-17T15:04:38+00:00,1590,0,https://t.me/jungenationalisten/4649
jungenationalisten:4648,,jungenationalisten,4648,2025-11-17T15:04:38+00:00,1493,0,https://t.me/jungenationalisten/4648
jungenationalisten:4647,,jungenationalisten,4647,2025-11-17T15:04:38+00:00,1524,0,https://t.me/jungenationalisten/4647
jungenationalisten:4646,,jungenationalisten,4646,2025-11-17T15:04:38+00:00,1472,0,https://t.me/jungenationalisten/4646
jungenationalisten:4645,,jungenationalisten,4645,2025-11-17T15:04:38+00:00,1500,0,https://t.me/jungenationalisten/4645
jungenationalisten:4644,,jungenationalisten,4644,2025-11-17T15:04:38+00:00,1480,0,https://t.me/jungenationalisten/4644
jungenationalisten:4643,,jungenationalisten,4643,2025-11-17T15:04:38+00:00,1489,35,https://t.me/jungenationalisten/4643
jungenationalisten:4642,Heldengedenken in Thüringen  @jungenationalisten  Am gestrigen Sonntag besuchten Mitglieder und Anwärter der JN die Gräb,jungenationalisten,4642,2025-11-17T15:04:38+00:00,1553,30,https://t.me/jungenationalisten/4642
jungenationalisten:4641,"Hier ein Redeauszug von Thassilo Hantusch am Immelmann Denkmal:  ""1978 lud Hans Ulrich Rudel die Jungen Nationaldemokrat",jungenationalisten,4641,2025-11-17T09:23:48+00:00,1734,68,https://t.me/jungenationalisten/4641
jungenationalisten:4640,,jungenationalisten,4640,2025-11-16T22:11:11+00:00,1888,0,https://t.me/jungenationalisten/4640
jungenationalisten:4639,,jungenationalisten,4639,2025-11-16T22:11:11+00:00,1978,0,https://t.me/jungenationalisten/4639
jungenationalisten:4638,,jungenationalisten,4638,2025-11-16T22:11:11+00:00,1879,0,https://t.me/jungenationalisten/4638
jungenationalisten:4637,,jungenationalisten,4637,2025-11-16T22:11:11+00:00,1858,0,https://t.me/jungenationalisten/4637
jungenationalisten:4636,,jungenationalisten,4636,2025-11-16T22:11:11+00:00,1838,0,https://t.me/jungenationalisten/4636
jungenationalisten:4635,,jungenationalisten,4635,2025-11-16T22:11:11+00:00,1826,75,https://t.me/jungenationalisten/4635
jungenationalisten:4634,Zum diesjährigen Volkstrauertag trafen sich wieder einige treue Kameraden zusammen um den gefallenen deutschen und verbü,jungenationalisten,4634,2025-11-16T22:10:42+00:00,1828,36,https://t.me/jungenationalisten/4634
jungenationalisten:4633,,jungenationalisten,4633,2025-11-16T22:02:55+00:00,1562,0,https://t.me/jungenationalisten/4633
jungenationalisten:4632,,jungenationalisten,4632,2025-11-16T22:02:55+00:00,1744,0,https://t.me/jungenationalisten/4632
jungenationalisten:4631,,jungenationalisten,4631,2025-11-16T22:02:54+00:00,1646,0,https://t.me/jungenationalisten/4631
jungenationalisten:4630,,jungenationalisten,4630,2025-11-16T22:02:54+00:00,1479,0,https://t.me/jungenationalisten/4630
jungenationalisten:4629,,jungenationalisten,4629,2025-11-16T22:02:54+00:00,1409,0,https://t.me/jungenationalisten/4629
jungenationalisten:4628,,jungenationalisten,4628,2025-11-16T22:02:54+00:00,1440,0,https://t.me/jungenationalisten/4628
jungenationalisten:4627,,jungenationalisten,4627,2025-11-16T22:02:54+00:00,1442,0,https://t.me/jungenationalisten/4627
jungenationalisten:4626,"🏴 Heldengedenken im Harz  In den Abendstunden des 16.11. wurde im Kreis Harz ein Heldengedenken durchgeführt, an dem zah",jungenationalisten,4626,2025-11-16T22:02:54+00:00,1459,62,https://t.me/jungenationalisten/4626
jungenationalisten:4625,,jungenationalisten,4625,2025-11-16T21:47:21+00:00,1488,0,https://t.me/jungenationalisten/4625
jungenationalisten:4624,,jungenationalisten,4624,2025-11-16T21:47:20+00:00,1548,0,https://t.me/jungenationalisten/4624
jungenationalisten:4623,,jungenationalisten,4623,2025-11-16T21:47:20+00:00,1497,0,https://t.me/jungenationalisten/4623
jungenationalisten:4622,,jungenationalisten,4622,2025-11-16T21:47:20+00:00,1470,0,https://t.me/jungenationalisten/4622
jungenationalisten:4621,,jungenationalisten,4621,2025-11-16T21:47:20+00:00,1466,0,https://t.me/jungenationalisten/4621
jungenationalisten:4620,,jungenationalisten,4620,2025-11-16T21:47:20+00:00,1522,0,https://t.me/jungenationalisten/4620
jungenationalisten:4619,,jungenationalisten,4619,2025-11-16T21:47:20+00:00,1520,0,https://t.me/jungenationalisten/4619
jungenationalisten:4618,,jungenationalisten,4618,2025-11-16T21:47:20+00:00,1559,0,https://t.me/jungenationalisten/4618
jungenationalisten:4617,,jungenationalisten,4617,2025-11-16T21:47:20+00:00,1597,0,https://t.me/jungenationalisten/4617
jungenationalisten:4616,Überall im Land gedachten auch unsere Mitglieder beim heutigen Heldengedenken.  Ehre wem Ehre gebührt!   @DieHeimat  @he,jungenationalisten,4616,2025-11-16T21:47:20+00:00,1598,61,https://t.me/jungenationalisten/4616
jungenationalisten:4615,,jungenationalisten,4615,2025-11-16T17:31:32+00:00,1751,0,https://t.me/jungenationalisten/4615
jungenationalisten:4614,,jungenationalisten,4614,2025-11-16T17:31:32+00:00,1841,0,https://t.me/jungenationalisten/4614
jungenationalisten:4613,,jungenationalisten,4613,2025-11-16T17:31:32+00:00,1844,0,https://t.me/jungenationalisten/4613
jungenationalisten:4612,,jungenationalisten,4612,2025-11-16T17:31:32+00:00,1863,0,https://t.me/jungenationalisten/4612
jungenationalisten:4611,,jungenationalisten,4611,2025-11-16T17:31:32+00:00,1786,0,https://t.me/jungenationalisten/4611
jungenationalisten:4610,,jungenationalisten,4610,2025-11-16T17:31:32+00:00,1769,0,https://t.me/jungenationalisten/4610
jungenationalisten:4609,Das Heldengedenken haben wir im Lk Celle mit anschließender Kranzniederlegung in Celle durchgeführt.  Der zweite WK ist ,jungenationalisten,4609,2025-11-16T17:31:32+00:00,1782,86,https://t.me/jungenationalisten/4609
jungenationalisten:4608,,jungenationalisten,4608,2025-11-16T12:20:25+00:00,1992,0,https://t.me/jungenationalisten/4608
jungenationalisten:4607,,jungenationalisten,4607,2025-11-16T12:20:25+00:00,1980,0,https://t.me/jungenationalisten/4607
jungenationalisten:4606,,jungenationalisten,4606,2025-11-16T12:20:25+00:00,1996,0,https://t.me/jungenationalisten/4606
jungenationalisten:4605,,jungenationalisten,4605,2025-11-16T12:20:25+00:00,1993,0,https://t.me/jungenationalisten/4605
jungenationalisten:4604,,jungenationalisten,4604,2025-11-16T12:20:25+00:00,2006,0,https://t.me/jungenationalisten/4604
jungenationalisten:4603,,jungenationalisten,4603,2025-11-16T12:20:25+00:00,1999,0,https://t.me/jungenationalisten/4603
jungenationalisten:4602,"Döbeln: Volkstrauertag 2025  @jungenationalisten 🇩🇪   Hier liegen jene, denen es um Deutschlands Zukunft ging – weil Deu",jungenationalisten,4602,2025-11-16T12:20:25+00:00,2001,85,https://t.me/jungenationalisten/4602
jungenationalisten:4601,Heraus zum Heldengedenken! @jungenationalisten,jungenationalisten,4601,2025-11-16T08:24:21+00:00,2061,87,https://t.me/jungenationalisten/4601
jungenationalisten:4600,Aus der Stille wächst ein Licht - Volkstrauertag 2025 @jungenationalisten 🇩🇪   Nur wenige sind es in diesen sturmumwogte,jungenationalisten,4600,2025-11-13T11:21:03+00:00,2761,70,https://t.me/jungenationalisten/4600
jungenationalisten:4599,👉 Noch wenige Tage bis zum großen AUFGEWACHT-Kongress in Altenburg.  ⚠️ Jetzt Karten bestellen und dabei sein! ⚠️  Bald ,jungenationalisten,4599,2025-11-11T15:48:04+00:00,2656,32,https://t.me/jungenationalisten/4599
jungenationalisten:4597,CADA DÍA MÁS Y MÁS FUERTES  VENCEREMOS  https://x.com/nucleonesp/status/1987247523510046742?s=46,jungenationalisten,4597,2025-11-10T08:27:13+00:00,2944,46,https://t.me/jungenationalisten/4597
jungenationalisten:4596,,jungenationalisten,4596,2025-11-10T08:27:13+00:00,2889,35,https://t.me/jungenationalisten/4596
jungenationalisten:4595,Gedenkt ihres Vermächtnisses. https://t.me/jungenationalisten 🇩🇪   Ursula Haverbeck wäre heute 97 Jahre alt geworden.  I,jungenationalisten,4595,2025-11-08T16:32:13+00:00,3221,118,https://t.me/jungenationalisten/4595
jungenationalisten:4594,"Diesen Sonntag (9. November): Großer Bürgerprotest in Hartha!  Mit Demonstration durch die Stadt!  Am Sonntag, den 9. No",jungenationalisten,4594,2025-11-08T11:14:28+00:00,2769,42,https://t.me/jungenationalisten/4594
jungenationalisten:4593,"Deutschland uns Deutschen, wem auch sonst?! @jungenationalisten  Während andere ihr trostloses Leben vor sich hin leben ",jungenationalisten,4593,2025-11-07T14:14:32+00:00,2698,70,https://t.me/jungenationalisten/4593
jungenationalisten:4592,Ihr wollt immer auf dem neusten Stand unserer Aktivitäten in Mecklenburg und Pommern sein? Ihr wollt das noch mehr Mensc,jungenationalisten,4592,2025-11-07T09:02:33+00:00,2672,38,https://t.me/jungenationalisten/4592
jungenationalisten:4591,"💥 EILMELDUNG: Dieter Stein (""Junge Freiheit"") betreibt Ausschluss von ""Sturmzeichen"" und ""Klosterhaus"" bei Messe in Hall",jungenationalisten,4591,2025-11-06T19:25:25+00:00,2635,39,https://t.me/jungenationalisten/4591
jungenationalisten:4588,Flagge zeigen in der Landeshauptstadt! @jungenationalisten  Eine kleine Gruppe von JN'lern waren am vergangenen Sonnaben,jungenationalisten,4588,2025-11-04T18:27:59+00:00,3070,100,https://t.me/jungenationalisten/4588
jungenationalisten:4587,Neu: Aufkleber - Mädelbund!⚔️   Seit Frühjahr 2025 gibt es unseren Mädelbund:   Er dient als Untergliederung für heimatb,jungenationalisten,4587,2025-11-04T12:15:30+00:00,2978,68,https://t.me/jungenationalisten/4587
jungenationalisten:4586,Am 14.11 ist es wieder soweit. Es heißt „Offener Abend“ in Essen-Kray.  Durch Gegenprotest und Schikanen von Seiten des ,jungenationalisten,4586,2025-11-03T16:17:13+00:00,3327,53,https://t.me/jungenationalisten/4586
jungenationalisten:4585,Flugblattverteilung in Ostthüringen @jungenationalisten  Letzte Woche Freitag schnappten wir uns ein paar Flugblätter un,jungenationalisten,4585,2025-11-01T17:26:38+00:00,3605,59,https://t.me/jungenationalisten/4585
jungenationalisten:4584,1/11/13🇬🇷🏴 1/11/25,jungenationalisten,4584,2025-11-01T13:33:44+00:00,3485,63,https://t.me/jungenationalisten/4584
jungenationalisten:4583,"Tierschutz verpflichtet! @jungenationalisten  @heimat_th  Unter dem Motto ""Tierschutz verpflichtet"" wollen wir in den ko",jungenationalisten,4583,2025-10-31T09:34:03+00:00,3467,72,https://t.me/jungenationalisten/4583
jungenationalisten:4582,,jungenationalisten,4582,2025-10-30T16:46:23+00:00,4557,0,https://t.me/jungenationalisten/4582
jungenationalisten:4581,,jungenationalisten,4581,2025-10-30T16:46:23+00:00,5849,0,https://t.me/jungenationalisten/4581
jungenationalisten:4580,,jungenationalisten,4580,2025-10-30T16:46:23+00:00,4885,0,https://t.me/jungenationalisten/4580
jungenationalisten:4579,,jungenationalisten,4579,2025-10-30T16:46:23+00:00,4372,0,https://t.me/jungenationalisten/4579
jungenationalisten:4578,,jungenationalisten,4578,2025-10-30T16:46:23+00:00,4046,0,https://t.me/jungenationalisten/4578
jungenationalisten:4577,,jungenationalisten,4577,2025-10-30T16:46:23+00:00,4050,0,https://t.me/jungenationalisten/4577
jungenationalisten:4576,,jungenationalisten,4576,2025-10-30T16:46:23+00:00,3778,0,https://t.me/jungenationalisten/4576
jungenationalisten:4575,Frankenfahrt der IG Musik 🎻 @jungenationalisten 🇩🇪   Im Oktober veranstaltete unsere Interessengemeinschaft Musik eine F,jungenationalisten,4575,2025-10-30T16:46:23+00:00,3514,87,https://t.me/jungenationalisten/4575
jungenationalisten:4573,„Ein Licht für die Toten“  - Grabkerzenaufkleber ⚔️   Wer dieses Jahr noch Aufkleber für das Soldatendenkmal zum Volkstr,jungenationalisten,4573,2025-10-27T08:24:56+00:00,3807,71,https://t.me/jungenationalisten/4573
jungenationalisten:4572,"16. November  - Heraus zum Heldengedenken  @jungenationalisten  @heimat_th   In der BRD bekannt als Volkstrauertag, halt",jungenationalisten,4572,2025-10-26T14:51:31+00:00,3324,53,https://t.me/jungenationalisten/4572
jungenationalisten:4571,"Dr. Björn Clemens über Fremdherrschaft, Schuldkult und Identität  Unser Autor, Dr. Björn Clemens, spricht mit ""Nach Vorn",jungenationalisten,4571,2025-10-26T10:58:31+00:00,3191,23,https://t.me/jungenationalisten/4571
jungenationalisten:4570,"Gemeinsam gegen den CSD!  Am heutigen Sonnabend waren wir gemeinsam mit unserer Jugendorganisation, den Jungen Nationali",jungenationalisten,4570,2025-10-26T10:58:21+00:00,2505,68,https://t.me/jungenationalisten/4570
jungenationalisten:4558,Die Revolution beginnt bei dir! @jungenationalisten   Junge Nationalisten Thüringen: Folgt uns bei Telegram!,jungenationalisten,4558,2025-10-25T13:45:36+00:00,2885,104,https://t.me/jungenationalisten/4558
jungenationalisten:4557,Heraus zum Volkstrauertag 🕯 @WiderstandinAktion ⚙️  Der Volkstrauertag steht fast vor der Tür. Den Helden unseres Volkes,jungenationalisten,4557,2025-10-24T08:47:07+00:00,2844,67,https://t.me/jungenationalisten/4557
jungenationalisten:4556,"Aufkleber: Deutschland uns Deutschen! @jungenationalisten 🇩🇪  Aktuelle Debatte zum ""Stadtbild"": Unseren Nationalstolz dü",jungenationalisten,4556,2025-10-23T09:42:29+00:00,3201,75,https://t.me/jungenationalisten/4556
jungenationalisten:4555,Schwarz-Weiß-Rot oder Schwarz-Rot-Gold? Welche sind die deutschen Farben? @jungenationalisten 🇩🇪  Unser Arbeitskreis Bil,jungenationalisten,4555,2025-10-21T10:50:56+00:00,3706,104,https://t.me/jungenationalisten/4555
jungenationalisten:4554,Montag - 20.10.2025 19:00 Uhr  Domplatz Halberstadt  Folgt uns auf: 🔹 Telegram 🔹 Instagram 🔹 TikTok,jungenationalisten,4554,2025-10-19T18:39:36+00:00,3995,66,https://t.me/jungenationalisten/4554
jungenationalisten:4553,JN-Infobroschüren jetzt digital t.me/jungenationalisten 🇩🇪  Ab sofort wird unsere PDF-Broschüre den klassischen Interess,jungenationalisten,4553,2025-10-18T17:56:58+00:00,6786,72,https://t.me/jungenationalisten/4553
jungenationalisten:4552,"Heimat verbindet – Wanderung in Mittelsachsen! @jungenationalisten 🇩🇪  Am Mittwoch zum Feiertag (Buß und Bettag), dem 19",jungenationalisten,4552,2025-10-17T12:33:24+00:00,3684,55,https://t.me/jungenationalisten/4552
jungenationalisten:4551,,jungenationalisten,4551,2025-10-16T13:45:34+00:00,3690,0,https://t.me/jungenationalisten/4551
jungenationalisten:4550,,jungenationalisten,4550,2025-10-16T13:45:34+00:00,3839,0,https://t.me/jungenationalisten/4550
jungenationalisten:4549,"Endlich wieder vorrätig: JN - Sporthose  Wie auch immer die gesellschaftlichen Zustände derzeit sein mögen, oder wie das",jungenationalisten,4549,2025-10-16T13:45:34+00:00,2985,52,https://t.me/jungenationalisten/4549
jungenationalisten:4548,Unsere Instagramseite wurde willkürlich gelöscht! @jungenationalisten   Folgt der neuen Seite und helft uns dabei wieder,jungenationalisten,4548,2025-10-16T10:46:04+00:00,3465,40,https://t.me/jungenationalisten/4548
jungenationalisten:4547,,jungenationalisten,4547,2025-10-15T15:02:04+00:00,3744,0,https://t.me/jungenationalisten/4547
jungenationalisten:4546,,jungenationalisten,4546,2025-10-15T15:02:03+00:00,4502,0,https://t.me/jungenationalisten/4546
jungenationalisten:4545,,jungenationalisten,4545,2025-10-15T15:02:03+00:00,4532,0,https://t.me/jungenationalisten/4545
jungenationalisten:4544,,jungenationalisten,4544,2025-10-15T15:02:03+00:00,3370,0,https://t.me/jungenationalisten/4544
jungenationalisten:4543,,jungenationalisten,4543,2025-10-15T15:02:03+00:00,3708,0,https://t.me/jungenationalisten/4543
jungenationalisten:4542,,jungenationalisten,4542,2025-10-15T15:02:03+00:00,3404,0,https://t.me/jungenationalisten/4542
jungenationalisten:4541,,jungenationalisten,4541,2025-10-15T15:02:03+00:00,3423,0,https://t.me/jungenationalisten/4541
jungenationalisten:4540,,jungenationalisten,4540,2025-10-15T15:02:03+00:00,2988,0,https://t.me/jungenationalisten/4540
jungenationalisten:4539,,jungenationalisten,4539,2025-10-15T15:02:03+00:00,2942,0,https://t.me/jungenationalisten/4539
jungenationalisten:4538,"Vor einigen Tagen haben wir von der JN-West eine Anfrage vom ZDF bekommen, welches ein Interview mit zwei Aktivisten, so",jungenationalisten,4538,2025-10-15T15:02:02+00:00,2944,104,https://t.me/jungenationalisten/4538
jungenationalisten:4537,"Neu: Aufkleber - Rebellen! ⚔️   Wir rütteln an allen Türen, ein jeder soll Deutschland spüren!  💥 Die Aufkleber gibt‘s h",jungenationalisten,4537,2025-10-14T15:19:51+00:00,2841,79,https://t.me/jungenationalisten/4537
jungenationalisten:4534,,jungenationalisten,4534,2025-10-14T05:52:49+00:00,3407,0,https://t.me/jungenationalisten/4534
jungenationalisten:4533,"☝️„GRÜNE JUGEND“ TAUGT NICHT EINMAL FÜR DEN KOMPOST: GUT, DASS ES DIE JN GIBT!🇩🇪  Henriette Held und Luis Bobga sind das",jungenationalisten,4533,2025-10-14T05:52:49+00:00,3493,82,https://t.me/jungenationalisten/4533
jungenationalisten:4532,"Offener Abend – Raum Dresden  @jungenationalisten 🇩🇪  18. November 2025 | Ab 17:30 Uhr  Steh auf, komm dazu und reihe Di",jungenationalisten,4532,2025-10-09T16:08:26+00:00,4291,59,https://t.me/jungenationalisten/4532
jungenationalisten:4531,"Am 10.10. findet erneut unser „Offener Abend“ in der Kanonenstadt Essen statt.   Gegenprotest, Schikanen und Repressione",jungenationalisten,4531,2025-10-08T16:56:28+00:00,3811,67,https://t.me/jungenationalisten/4531
jungenationalisten:4530,Ausflug zum Kyffhäuserdenkmal @jungenationalisten   Am gestrigen Sonntag besuchten Anwärter/Mitglieder unserer Jugendbew,jungenationalisten,4530,2025-10-06T18:25:46+00:00,3686,92,https://t.me/jungenationalisten/4530
jungenationalisten:4529,,jungenationalisten,4529,2025-10-06T15:15:59+00:00,3559,0,https://t.me/jungenationalisten/4529
jungenationalisten:4528,,jungenationalisten,4528,2025-10-06T15:15:59+00:00,3777,0,https://t.me/jungenationalisten/4528
jungenationalisten:4527,,jungenationalisten,4527,2025-10-06T15:15:59+00:00,3569,0,https://t.me/jungenationalisten/4527
jungenationalisten:4526,,jungenationalisten,4526,2025-10-06T15:15:59+00:00,3355,0,https://t.me/jungenationalisten/4526
jungenationalisten:4525,Flugblattverteilung in Naumburg (Saale) @jungenationalisten  Vergangenen Sonnabend verteilte eine Gruppe unserer Bewegun,jungenationalisten,4525,2025-10-06T15:15:59+00:00,3109,83,https://t.me/jungenationalisten/4525
jungenationalisten:4524,🎬 Hiermit präsentieren wir Euch „wie gesagt“ Folge #041 – Im Gespräch mit dem Wehrmachtsveteranen Matrose Hugo Diederich,jungenationalisten,4524,2025-10-06T06:15:17+00:00,3204,56,https://t.me/jungenationalisten/4524
jungenationalisten:4523,Am frühen Vormittag des 27.09.2025 trafen sich einige Aktivisten und Sympathisanten der JN um gemeinsam eine Wanderung d,jungenationalisten,4523,2025-10-04T15:42:38+00:00,3467,118,https://t.me/jungenationalisten/4523
jungenationalisten:4521,Heimat- und Jugendstammtisch im Großraum Gera @jungenationalisten   Hiermit laden wir alle heimattreuen Kräfte zu unsere,jungenationalisten,4521,2025-10-02T10:44:00+00:00,3870,40,https://t.me/jungenationalisten/4521
jungenationalisten:4520,Junge Nationalisten - Das Original seit 1969! @jungenationalisten 🇩🇪  In letzter Zeit werden durch pol. Trittbrettfahrer,jungenationalisten,4520,2025-10-01T12:59:31+00:00,10516,104,https://t.me/jungenationalisten/4520
jungenationalisten:4519,,jungenationalisten,4519,2025-10-01T12:59:08+00:00,6774,0,https://t.me/jungenationalisten/4519
jungenationalisten:4518,,jungenationalisten,4518,2025-10-01T12:59:08+00:00,7231,26,https://t.me/jungenationalisten/4518
